Quality_assessment	SampleType	MAG_ID	n_contigs	contig_bp	ctg_N50	ctg_L50	gc_avg	Completeness	Contamination	quality_score
Medium-quality	Feces	fecal_MAG_659	168	2380685	26	24979	0.41187	74.07	5.75	45.32
Medium-quality	Feces	fecal_MAG_660	432	1949982	115	5022	0.39462	60.22	6.76	26.42
Medium-quality	Feces	fecal_MAG_661	304	2399441	64	11478	0.38998	74.89	6.41	42.84
Medium-quality	Feces	fecal_MAG_662	764	1926005	220	2826	0.40581	72.28	0.83	68.13
Medium-quality	Feces	fecal_MAG_663	205	2011341	36	14999	0.56218	77.07	6.13	46.42
Medium-quality	Feces	fecal_MAG_664	275	584009	86	2412	0.49931	59.83	0.76	56.03
Medium-quality	Feces	fecal_MAG_665	546	1290576	154	2555	0.44721	63.63	2.28	52.23
Medium-quality	Feces	fecal_MAG_666	62	1133592	12	34959	0.30844	72.0	2.67	58.65
Medium-quality	Feces	fecal_MAG_667	391	1663013	116	4969	0.33653	63.13	6.0	33.13
Medium-quality	Feces	fecal_MAG_668	403	2324961	94	7239	0.34291	80.28	8.94	35.58
Medium-quality	Feces	fecal_MAG_669	315	1483575	83	5379	0.43755	60.95	1.9	51.45
Medium-quality	Feces	fecal_MAG_670	390	1755105	102	5252	0.36229	81.58	7.1	46.08
Medium-quality	Feces	fecal_MAG_671	164	1539487	32	14271	0.47440	71.14	0.04	70.94
Medium-quality	Feces	fecal_MAG_672	390	2391244	90	7632	0.32023	87.07	7.73	48.42
Medium-quality	Feces	fecal_MAG_673	758	1959412	199	2961	0.58163	79.72	3.64	61.52
Medium-quality	Feces	fecal_MAG_674	856	2369151	248	3145	0.45901	73.53	2.27	62.18
Medium-quality	Feces	fecal_MAG_675	166	1618886	39	13698	0.36887	68.98	0.8	64.98
Medium-quality	Feces	fecal_MAG_676	413	2389100	88	7485	0.29718	89.54	8.77	45.69
Medium-quality	Feces	fecal_MAG_677	571	1605249	155	3311	0.49298	79.79	3.78	60.89
Medium-quality	Feces	fecal_MAG_678	53	1074924	14	29139	0.58087	51.91	0.67	48.56
Medium-quality	Feces	fecal_MAG_679	1358	3489685	360	2962	0.51281	76.19	3.09	60.74
Medium-quality	Feces	fecal_MAG_680	454	998732	127	2311	0.52915	72.8	1.64	64.6
Medium-quality	Feces	fecal_MAG_681	403	2312924	95	7122	0.35569	89.33	10.0	39.33
Medium-quality	Feces	fecal_MAG_682	539	1121097	172	2275	0.32223	55.17	1.8	46.17
Medium-quality	Feces	fecal_MAG_683	160	1317662	40	11026	0.44521	75.49	3.06	60.19
Medium-quality	Feces	fecal_MAG_684	605	1518196	173	2950	0.35324	78.12	3.18	62.22
Medium-quality	Feces	fecal_MAG_685	857	1583608	271	1944	0.38140	67.32	8.68	23.92
Medium-quality	Feces	fecal_MAG_686	154	2553960	31	27578	0.53282	70.37	1.74	61.67
Medium-quality	Feces	fecal_MAG_687	358	1916283	78	6921	0.36021	87.22	8.17	46.37
Medium-quality	Feces	fecal_MAG_688	109	805117	25	9926	0.32200	73.66	0.21	72.61
Medium-quality	Feces	fecal_MAG_689	382	1580549	113	4416	0.43601	58.63	2.73	44.98
Medium-quality	Feces	fecal_MAG_690	100	1666279	23	23189	0.53221	65.44	0.71	61.89
Medium-quality	Feces	fecal_MAG_691	104	1429365	24	19595	0.36991	79.44	1.61	71.39
Medium-quality	Feces	fecal_MAG_692	495	1201719	146	2680	0.44921	73.59	2.01	63.54
Medium-quality	Feces	fecal_MAG_693	299	3044743	40	20910	0.36044	65.26	3.7	46.76
Medium-quality	Feces	fecal_MAG_694	758	1613415	232	2280	0.42831	70.84	3.63	52.69
Medium-quality	Feces	fecal_MAG_695	95	1434427	21	24154	0.54962	72.42	0.48	70.02
Medium-quality	Feces	fecal_MAG_696	702	1934625	186	3133	0.35097	76.05	6.68	42.65
Medium-quality	Feces	fecal_MAG_697	926	1985685	291	2270	0.39903	77.92	8.3	36.42
Medium-quality	Feces	fecal_MAG_698	415	1073974	117	2993	0.32671	66.13	4.03	45.98
Medium-quality	Feces	fecal_MAG_699	570	2236467	139	4687	0.46905	77.8	5.54	50.1
Medium-quality	Feces	fecal_MAG_700	580	1396308	165	2717	0.46293	77.39	2.93	62.74
Medium-quality	Feces	fecal_MAG_701	711	1387309	233	2039	0.52956	64.1	1.94	54.4
Medium-quality	Feces	fecal_MAG_702	742	1742645	210	2662	0.48649	73.42	3.93	53.77
Medium-quality	Feces	fecal_MAG_703	890	2069541	248	2540	0.51518	81.97	6.75	48.22
Medium-quality	Feces	fecal_MAG_704	284	2030913	57	10089	0.47027	76.21	3.33	59.56
Medium-quality	Feces	fecal_MAG_705	28	1430804	6	84049	0.55363	58.22	0.02	58.12
Medium-quality	Feces	fecal_MAG_706	60	1880928	13	52610	0.42188	68.99	1.9	59.49
Medium-quality	Feces	fecal_MAG_707	213	1160107	53	7449	0.58217	59.69	0.73	56.04
Medium-quality	Feces	fecal_MAG_708	906	2139221	236	2607	0.35230	62.29	8.48	19.89
Medium-quality	Feces	fecal_MAG_709	195	2907372	18	44003	0.42225	76.89	3.15	61.14
Medium-quality	Feces	fecal_MAG_710	754	3245635	168	4959	0.32479	72.17	8.71	28.62
Medium-quality	Feces	fecal_MAG_711	129	1943207	12	48385	0.51809	50.52	0.5	48.02
Medium-quality	Feces	fecal_MAG_712	210	1677383	52	9451	0.53520	52.64	5.23	26.49
Medium-quality	Feces	fecal_MAG_713	194	1829060	47	11907	0.55019	53.8	1.01	48.75
Medium-quality	Feces	fecal_MAG_714	63	1604431	13	41022	0.51539	62.64	0.38	60.74
Medium-quality	Feces	fecal_MAG_715	66	879409	13	23245	0.31825	69.78	2.42	57.68
Medium-quality	Feces	fecal_MAG_716	192	1198202	52	7409	0.34912	70.27	1.68	61.87
Medium-quality	Feces	fecal_MAG_717	56	1099713	12	33501	0.36567	76.48	2.02	66.38
Medium-quality	Feces	fecal_MAG_718	34	613826	8	27833	0.44937	57.02	5.13	31.37
Medium-quality	Feces	fecal_MAG_719	104	1298177	23	17936	0.54783	74.83	0.67	71.48
Medium-quality	Feces	fecal_MAG_720	121	755660	32	7071	0.28459	58.91	0.0	58.91
Medium-quality	Feces	fecal_MAG_721	67	1269782	12	29342	0.26258	74.53	8.48	32.13
Medium-quality	Feces	fecal_MAG_722	119	1012097	22	12872	0.29464	59.82	6.18	28.92
Medium-quality	Feces	fecal_MAG_723	151	737218	46	5946	0.31588	51.81	0.22	50.71
Medium-quality	Feces	fecal_MAG_724	26	1104304	6	77539	0.38471	50.84	0.0	50.84
Medium-quality	Feces	fecal_MAG_725	186	2038811	42	14458	0.48305	77.94	0.76	74.14
Medium-quality	Feces	fecal_MAG_726	128	1525858	27	15687	0.38775	64.65	1.7	56.15
Medium-quality	Feces	fecal_MAG_727	148	1830212	36	16393	0.41438	70.87	1.68	62.47
Medium-quality	Feces	fecal_MAG_728	177	1384990	50	9458	0.43731	69.09	0.3	67.59
Medium-quality	Feces	fecal_MAG_729	92	1908897	24	29125	0.49550	67.8	0.68	64.4
Medium-quality	Feces	fecal_MAG_730	71	779565	15	17603	0.33941	69.29	3.23	53.14
Medium-quality	Feces	fecal_MAG_731	109	1825653	12	48487	0.47908	76.51	3.29	60.06
Medium-quality	Feces	fecal_MAG_732	338	1727090	77	6523	0.42031	74.08	3.75	55.33
Medium-quality	Feces	fecal_MAG_733	102	1869585	17	40331	0.55869	75.53	0.58	72.63
Medium-quality	Feces	fecal_MAG_734	389	1383697	104	4205	0.45202	66.69	7.27	30.34
Medium-quality	Feces	fecal_MAG_735	380	1269403	99	3732	0.54877	67.77	4.92	43.17
Medium-quality	Feces	fecal_MAG_736	345	1882144	66	7395	0.23749	62.03	9.47	14.68
Medium-quality	Feces	fecal_MAG_737	466	1503888	91	4557	0.44046	82.51	8.89	38.06
Medium-quality	Rumen	ruminal_MAG_498	491	2871190	125	7011	0.57566	78.8	7.27	42.45
Medium-quality	Rumen	ruminal_MAG_499	210	1311629	51	7895	0.38474	77.89	0.0	77.89
Medium-quality	Rumen	ruminal_MAG_500	631	2646081	178	4672	0.52755	79.12	2.39	67.17
Medium-quality	Rumen	ruminal_MAG_501	935	2206516	289	2590	0.61257	75.0	3.41	57.95
Medium-quality	Rumen	ruminal_MAG_502	263	964420	66	4544	0.42528	79.57	1.43	72.42
Medium-quality	Rumen	ruminal_MAG_503	761	1366037	253	1831	0.33462	62.66	7.03	27.51
Medium-quality	Rumen	ruminal_MAG_504	448	1911745	125	4407	0.38470	65.65	0.95	60.9
Medium-quality	Rumen	ruminal_MAG_505	529	2691152	147	5814	0.49445	81.9	6.74	48.2
Medium-quality	Rumen	ruminal_MAG_506	369	654087	123	1833	0.47418	52.64	3.11	37.09
Medium-quality	Rumen	ruminal_MAG_507	511	1527790	140	3424	0.50643	74.07	3.62	55.97
Medium-quality	Rumen	ruminal_MAG_508	357	1925507	90	6717	0.61566	79.65	2.34	67.95
Medium-quality	Rumen	ruminal_MAG_509	917	2315038	239	2919	0.49439	82.91	7.96	43.11
Medium-quality	Rumen	ruminal_MAG_510	979	2583936	293	2943	0.41611	77.37	4.7	53.87
Medium-quality	Rumen	ruminal_MAG_511	502	2496319	139	5752	0.54711	63.84	5.32	37.24
Medium-quality	Rumen	ruminal_MAG_512	608	1864211	159	3267	0.27537	64.22	8.31	22.67
Medium-quality	Rumen	ruminal_MAG_513	507	1053411	151	2247	0.42267	55.15	2.68	41.75
Medium-quality	Rumen	ruminal_MAG_514	811	1925258	238	2658	0.58593	70.07	2.62	56.97
Medium-quality	Rumen	ruminal_MAG_515	580	1509785	168	2952	0.58368	74.98	2.95	60.23
Medium-quality	Rumen	ruminal_MAG_516	501	933689	166	1943	0.48174	51.44	1.69	42.99
Medium-quality	Rumen	ruminal_MAG_517	562	1554904	153	3153	0.51552	66.41	1.14	60.71
Medium-quality	Rumen	ruminal_MAG_518	790	1743483	234	2514	0.52227	50.02	2.6	37.02
Medium-quality	Rumen	ruminal_MAG_519	428	2087214	119	5821	0.62011	68.59	4.13	47.94
Medium-quality	Rumen	ruminal_MAG_520	775	1656237	225	2303	0.57865	53.74	0.89	49.29
Medium-quality	Rumen	ruminal_MAG_521	490	1757803	133	4219	0.51753	79.0	3.41	61.95
Medium-quality	Rumen	ruminal_MAG_522	926	2423729	232	2923	0.49798	77.12	5.75	48.37
Medium-quality	Rumen	ruminal_MAG_523	538	1129951	170	2260	0.48575	66.88	1.15	61.13
Medium-quality	Rumen	ruminal_MAG_524	111	3187292	12	94362	0.56118	69.41	1.57	61.56
Medium-quality	Rumen	ruminal_MAG_525	609	1776374	191	3073	0.52639	56.79	3.1	41.29
Medium-quality	Rumen	ruminal_MAG_526	388	1594101	117	4311	0.56832	63.15	6.54	30.45
Medium-quality	Rumen	ruminal_MAG_527	638	2258866	222	3651	0.43968	61.14	3.31	44.59
Medium-quality	Rumen	ruminal_MAG_528	53	572804	10	16832	0.46613	77.35	0.0	77.35
Medium-quality	Rumen	ruminal_MAG_529	102	1997402	21	29745	0.53951	72.48	0.8	68.48
Medium-quality	Rumen	ruminal_MAG_530	657	1736982	190	3023	0.37704	71.62	0.54	68.92
Medium-quality	Rumen	ruminal_MAG_531	624	1602161	183	2875	0.58387	70.13	2.3	58.63
Medium-quality	Rumen	ruminal_MAG_532	1652	3671475	492	2448	0.55553	66.72	6.17	35.87
Medium-quality	Rumen	ruminal_MAG_533	726	3364337	148	5288	0.48890	59.86	4.09	39.41
Medium-quality	Rumen	ruminal_MAG_534	656	1779807	194	2972	0.42440	58.98	2.39	47.03
Medium-quality	Rumen	ruminal_MAG_535	423	2141571	85	7404	0.51682	78.15	3.94	58.45
Medium-quality	Rumen	ruminal_MAG_536	502	2530898	134	6055	0.42526	80.7	6.49	48.25
Medium-quality	Rumen	ruminal_MAG_537	276	1951628	69	8546	0.58156	77.75	1.57	69.9
Medium-quality	Rumen	ruminal_MAG_538	307	2486627	61	11683	0.36344	55.74	0.93	51.09
Medium-quality	Rumen	ruminal_MAG_539	679	1428777	212	2296	0.54754	73.02	2.2	62.02
Medium-quality	Rumen	ruminal_MAG_540	525	1150823	158	2511	0.48655	76.57	2.03	66.42
Medium-quality	Rumen	ruminal_MAG_541	835	2856456	238	3986	0.59591	73.38	5.66	45.08
Medium-quality	Rumen	ruminal_MAG_542	666	1738000	191	3009	0.54873	77.13	6.66	43.83
Medium-quality	Rumen	ruminal_MAG_543	432	817357	138	1923	0.36775	60.76	0.0	60.76
Medium-quality	Rumen	ruminal_MAG_544	467	2890270	99	8052	0.43539	83.14	9.63	34.99
Medium-quality	Rumen	ruminal_MAG_545	248	1431507	67	6977	0.52672	77.37	0.48	74.97
Medium-quality	Rumen	ruminal_MAG_546	418	1771004	123	4449	0.57285	65.21	2.49	52.76
Medium-quality	Rumen	ruminal_MAG_547	188	2150806	38	14971	0.33087	79.82	1.28	73.42
Medium-quality	Rumen	ruminal_MAG_548	517	1879225	174	3671	0.45628	59.21	1.27	52.86
Medium-quality	Rumen	ruminal_MAG_549	608	2312587	198	4016	0.45141	65.35	0.66	62.05
Medium-quality	Rumen	ruminal_MAG_550	534	1752357	153	3892	0.30431	78.53	2.56	65.73
Medium-quality	Rumen	ruminal_MAG_551	725	1671591	209	2483	0.49233	70.44	6.46	38.14
Medium-quality	Rumen	ruminal_MAG_552	608	2396682	136	4565	0.51851	66.06	4.58	43.16
Medium-quality	Rumen	ruminal_MAG_553	385	2697648	79	9880	0.34661	87.72	8.81	43.67
Medium-quality	Rumen	ruminal_MAG_554	870	1699809	287	2107	0.39638	67.85	6.81	33.8
Medium-quality	Rumen	ruminal_MAG_555	341	2181605	81	8530	0.60467	91.14	9.9	41.64
Medium-quality	Rumen	ruminal_MAG_556	847	3494753	246	4337	0.48615	78.71	3.54	61.01
Medium-quality	Rumen	ruminal_MAG_557	383	1690139	87	5098	0.35653	74.64	6.29	43.19
Medium-quality	Rumen	ruminal_MAG_558	309	550052	102	1775	0.48239	56.34	0.0	56.34
Medium-quality	Rumen	ruminal_MAG_559	640	1735183	216	2841	0.46737	60.92	1.56	53.12
Medium-quality	Rumen	ruminal_MAG_560	58	1595974	15	37899	0.49464	76.61	0.0	76.61
Medium-quality	Rumen	ruminal_MAG_561	617	1926148	111	3900	0.34889	79.73	7.38	42.83
Medium-quality	Rumen	ruminal_MAG_562	356	673852	119	1981	0.41578	54.12	1.2	48.12
Medium-quality	Rumen	ruminal_MAG_563	90	2952158	21	49246	0.54340	78.22	0.56	75.42
Medium-quality	Rumen	ruminal_MAG_564	1568	3178820	486	2164	0.56166	62.99	4.12	42.39
Medium-quality	Rumen	ruminal_MAG_565	236	978565	75	4567	0.57682	72.6	2.64	59.4
Medium-quality	Rumen	ruminal_MAG_566	479	1670538	165	3548	0.54970	50.04	2.01	39.99
Medium-quality	Rumen	ruminal_MAG_567	271	1000258	90	3853	0.50722	58.52	0.95	53.77
Medium-quality	Rumen	ruminal_MAG_568	725	3274661	209	5317	0.49931	76.96	4.26	55.66
Medium-quality	Rumen	ruminal_MAG_569	253	1715478	65	8379	0.33632	79.87	3.56	62.07
Medium-quality	Rumen	ruminal_MAG_570	952	2061689	282	2341	0.39020	88.64	9.17	42.79
Medium-quality	Rumen	ruminal_MAG_571	581	1103125	193	1966	0.52075	57.24	2.18	46.34
Medium-quality	Rumen	ruminal_MAG_572	459	836377	156	1868	0.48312	58.42	0.14	57.72
Medium-quality	Rumen	ruminal_MAG_573	339	1154887	93	3824	0.36922	82.07	9.75	33.32
Medium-quality	Rumen	ruminal_MAG_574	180	653437	58	3597	0.37298	68.95	0.16	68.15
Medium-quality	Rumen	ruminal_MAG_575	281	1693926	55	7975	0.32638	74.12	0.8	70.12
Medium-quality	Rumen	ruminal_MAG_576	430	2010134	113	5292	0.52152	79.5	1.01	74.45
Medium-quality	Rumen	ruminal_MAG_577	292	2533591	72	11481	0.55191	79.48	1.4	72.48
Medium-quality	Rumen	ruminal_MAG_578	617	2175238	130	4387	0.32481	72.07	4.43	49.92
Medium-quality	Rumen	ruminal_MAG_579	1591	3450503	478	2346	0.56146	71.59	2.4	59.59
Medium-quality	Rumen	ruminal_MAG_580	871	1895542	274	2367	0.49909	76.37	4.83	52.22
Medium-quality	Rumen	ruminal_MAG_581	586	1724857	154	3600	0.34992	73.7	4.5	51.2
Medium-quality	Rumen	ruminal_MAG_582	405	813417	131	2235	0.41602	66.69	2.69	53.24
Medium-quality	Rumen	ruminal_MAG_583	115	2378102	18	48693	0.35643	76.79	0.0	76.79
Medium-quality	Rumen	ruminal_MAG_584	477	2007916	138	4558	0.54146	68.09	2.45	55.84
Medium-quality	Rumen	ruminal_MAG_585	209	794545	66	4076	0.36806	53.0	2.25	41.75
Medium-quality	Rumen	ruminal_MAG_586	651	1287893	210	2152	0.54958	63.83	1.78	54.93
Medium-quality	Rumen	ruminal_MAG_587	958	1675253	317	1757	0.54610	55.08	3.86	35.78
Medium-quality	Rumen	ruminal_MAG_588	824	1969538	230	2695	0.47408	65.37	0.81	61.32
Medium-quality	Rumen	ruminal_MAG_589	575	1386626	171	2642	0.58552	77.55	2.35	65.8
Medium-quality	Rumen	ruminal_MAG_590	484	1573746	130	3785	0.50518	74.11	3.51	56.56
Medium-quality	Rumen	ruminal_MAG_591	113	3070709	13	80040	0.57110	73.07	1.0	68.07
Medium-quality	Rumen	ruminal_MAG_592	146	2849169	18	55412	0.57476	82.33	9.5	34.83
Medium-quality	Rumen	ruminal_MAG_593	283	2255776	49	14470	0.52369	76.96	4.92	52.36
Medium-quality	Rumen	ruminal_MAG_594	238	1127325	69	5546	0.50575	61.85	1.19	55.9
Medium-quality	Rumen	ruminal_MAG_595	161	623161	51	4092	0.59588	54.63	0.85	50.38
Medium-quality	Rumen	ruminal_MAG_596	902	2905844	228	3878	0.38322	86.41	8.03	46.26
Medium-quality	Rumen	ruminal_MAG_597	272	1866800	64	8977	0.61378	74.7	1.34	68
Medium-quality	Rumen	ruminal_MAG_598	845	1567121	282	1949	0.54145	52.91	3.58	35.01
Medium-quality	Rumen	ruminal_MAG_599	360	2295257	82	7470	0.50014	67.03	5.59	39.08
Medium-quality	Rumen	ruminal_MAG_600	793	2363111	227	3406	0.62155	72.24	4.03	52.09
Medium-quality	Rumen	ruminal_MAG_601	523	1799408	147	3934	0.64126	59.36	4.69	35.91
Medium-quality	Rumen	ruminal_MAG_602	311	1729454	73	7454	0.32660	75.68	5.06	50.38
Medium-quality	Rumen	ruminal_MAG_603	828	1382059	289	1660	0.50038	53.11	4.58	30.21
Medium-quality	Rumen	ruminal_MAG_604	263	1042201	79	4371	0.40310	75.06	4.3	53.56
Medium-quality	Rumen	ruminal_MAG_605	303	2107715	67	9242	0.33215	74.56	5.2	48.56
Medium-quality	Rumen	ruminal_MAG_606	1293	3054976	364	2709	0.69047	68.7	4.8	44.7
Medium-quality	Rumen	ruminal_MAG_607	353	1561766	70	5304	0.48913	53.04	3.11	37.49
Medium-quality	Rumen	ruminal_MAG_608	265	1472511	67	6730	0.50860	76.04	2.84	61.84
Medium-quality	Rumen	ruminal_MAG_609	302	1746022	79	7022	0.45204	67.65	1.72	59.05
Medium-quality	Rumen	ruminal_MAG_610	464	821266	149	1786	0.36752	62.46	4.62	39.36
Medium-quality	Rumen	ruminal_MAG_611	846	2343798	244	3081	0.48855	65.54	2.15	54.79
Medium-quality	Rumen	ruminal_MAG_612	933	2226614	274	2627	0.47941	69.95	5.49	42.5
Medium-quality	Rumen	ruminal_MAG_613	1110	2678699	307	2764	0.69240	60.92	3.86	41.62
Medium-quality	Rumen	ruminal_MAG_614	533	1854376	140	4158	0.34418	79.2	3.09	63.75
Medium-quality	Rumen	ruminal_MAG_615	211	645071	54	4079	0.43725	64.25	1.38	57.35
Medium-quality	Rumen	ruminal_MAG_616	576	1338527	168	2607	0.32864	56.67	2.76	42.87
Medium-quality	Rumen	ruminal_MAG_617	122	432520	31	4681	0.28091	73.44	0.26	72.14
Medium-quality	Rumen	ruminal_MAG_618	880	1589347	293	1855	0.60042	56.6	2.38	44.7
Medium-quality	Rumen	ruminal_MAG_619	1334	2116954	472	1556	0.50782	55.23	8.49	12.78
Medium-quality	Rumen	ruminal_MAG_620	571	1607667	150	3193	0.58649	79.77	2.59	66.82
Medium-quality	Rumen	ruminal_MAG_621	338	1403464	108	4426	0.54198	71.03	0.11	70.48
Medium-quality	Rumen	ruminal_MAG_622	270	1880945	49	8874	0.49866	78.08	0.87	73.73
Medium-quality	Rumen	ruminal_MAG_623	231	1876200	55	10670	0.54702	69.84	0.25	68.59
Medium-quality	Rumen	ruminal_MAG_624	1035	1932042	329	2000	0.60742	60.58	5.92	30.98
Medium-quality	Rumen	ruminal_MAG_625	510	1171748	149	2617	0.48513	72.36	0.0	72.36
Medium-quality	Rumen	ruminal_MAG_626	684	1436626	213	2282	0.37967	68.73	1.71	60.18
Medium-quality	Rumen	ruminal_MAG_627	562	1590089	139	3367	0.56123	89.7	9.2	43.7
Medium-quality	Rumen	ruminal_MAG_628	316	539469	108	1718	0.48198	56.79	0.67	53.44
Medium-quality	Rumen	ruminal_MAG_629	938	2466280	274	2954	0.48666	75.41	2.22	64.31
Medium-quality	Rumen	ruminal_MAG_630	520	1079011	165	2219	0.58398	63.18	2.13	52.53
Medium-quality	Rumen	ruminal_MAG_631	1393	2173371	509	1547	0.52490	55.1	3.68	36.7
Medium-quality	Rumen	ruminal_MAG_632	407	1101167	131	2892	0.55727	64.48	7.46	27.18
Medium-quality	Rumen	ruminal_MAG_633	728	5571724	141	11330	0.52282	90.9	9.42	43.8
Medium-quality	Rumen	ruminal_MAG_634	66	1012121	14	23127	0.53752	50.76	0.0	50.76
Medium-quality	Rumen	ruminal_MAG_635	157	2735527	25	29564	0.49385	75.09	1.12	69.49
Medium-quality	Rumen	ruminal_MAG_636	543	1061976	165	2026	0.36110	69.81	2.64	56.61
Medium-quality	Rumen	ruminal_MAG_637	516	1315417	145	2954	0.48987	61.27	1.06	55.97
Medium-quality	Rumen	ruminal_MAG_638	839	1851590	246	2368	0.53566	65.81	2.33	54.16
Medium-quality	Rumen	ruminal_MAG_639	865	4597229	212	6307	0.51205	82.19	7.63	44.04
Medium-quality	Rumen	ruminal_MAG_640	889	2378602	259	3017	0.49356	64.61	0.82	60.51
Medium-quality	Rumen	ruminal_MAG_641	1745	3512659	518	2135	0.52284	66.71	5.26	40.41
Medium-quality	Rumen	ruminal_MAG_642	495	2230830	124	5830	0.47635	79.53	4.32	57.93
Medium-quality	Rumen	ruminal_MAG_643	339	776243	99	2677	0.42723	70.81	2.88	56.41
Medium-quality	Rumen	ruminal_MAG_644	654	1772005	196	3057	0.49921	65.85	6.37	34
Medium-quality	Rumen	ruminal_MAG_645	258	1835196	42	13519	0.52854	58.64	3.72	40.04
Medium-quality	Rumen	ruminal_MAG_646	196	1745793	42	12359	0.60628	62.99	0.59	60.04
Medium-quality	Rumen	ruminal_MAG_647	178	1310778	37	10283	0.34526	72.98	2.06	62.68
Medium-quality	Rumen	ruminal_MAG_648	373	845357	104	2606	0.44838	68.22	1.61	60.17
Medium-quality	Rumen	ruminal_MAG_649	1468	2463768	503	1696	0.52591	59.07	2.19	48.12
Medium-quality	Rumen	ruminal_MAG_650	253	1366416	65	7176	0.32478	66.83	5.37	39.98
Medium-quality	Rumen	ruminal_MAG_651	667	1294378	212	2055	0.49873	70.23	5.73	41.58
Medium-quality	Rumen	ruminal_MAG_652	713	1520419	202	2349	0.48161	70.57	6.1	40.07
Medium-quality	Rumen	ruminal_MAG_653	410	1649662	102	4983	0.54861	71.53	0.24	70.33
Medium-quality	Rumen	ruminal_MAG_654	692	3283021	189	5555	0.54305	78.87	3.07	63.52
Medium-quality	Rumen	ruminal_MAG_655	328	2880089	79	12062	0.43876	78.84	4.09	58.39
Medium-quality	Rumen	ruminal_MAG_656	655	3697033	138	7814	0.51990	81.75	8.18	40.85
Medium-quality	Rumen	ruminal_MAG_657	578	2032029	135	3787	0.49852	61.16	4.44	38.96
Medium-quality	Rumen	ruminal_MAG_658	333	2332390	82	8796	0.54578	78.09	2.75	64.34
Medium-quality	Rumen	ruminal_MAG_659	698	1635177	218	2537	0.37647	72.29	1.92	62.69
Medium-quality	Rumen	ruminal_MAG_660	444	1082941	116	2804	0.34693	51.18	2.81	37.13
Medium-quality	Rumen	ruminal_MAG_661	253	673361	82	2712	0.48479	57.96	1.42	50.86
Medium-quality	Rumen	ruminal_MAG_662	920	2159759	251	2519	0.49524	73.17	2.83	59.02
Medium-quality	Rumen	ruminal_MAG_663	1121	2138363	346	1995	0.47859	65.02	9.43	17.87
Medium-quality	Rumen	ruminal_MAG_664	565	3662215	98	10301	0.51702	79.93	3.83	60.78
Medium-quality	Rumen	ruminal_MAG_665	597	1454746	177	2684	0.58253	71.17	1.36	64.37
Medium-quality	Rumen	ruminal_MAG_666	962	1971202	297	2188	0.39203	72.02	3.93	52.37
Medium-quality	Rumen	ruminal_MAG_667	733	1652170	219	2416	0.49890	68.4	5.82	39.3
Medium-quality	Rumen	ruminal_MAG_668	854	2679985	237	3666	0.49192	76.09	1.09	70.64
Medium-quality	Rumen	ruminal_MAG_669	314	1175264	102	3975	0.45993	52.71	5.17	26.86
Medium-quality	Rumen	ruminal_MAG_670	486	922624	151	1938	0.48312	55.12	2.26	43.82
Medium-quality	Rumen	ruminal_MAG_671	414	1462473	101	4369	0.56527	75.51	4.13	54.86
Medium-quality	Rumen	ruminal_MAG_672	616	1172339	203	2017	0.50278	53.25	4.09	32.8
Medium-quality	Rumen	ruminal_MAG_673	659	1998490	175	3628	0.49543	77.48	3.68	59.08
Medium-quality	Rumen	ruminal_MAG_674	979	2758163	285	3177	0.43375	70.12	2.55	57.37
Medium-quality	Rumen	ruminal_MAG_675	1032	1705613	361	1680	0.43552	60.38	9.94	10.68
Medium-quality	Rumen	ruminal_MAG_676	670	1387815	198	2261	0.32641	79.98	7.88	40.58
Medium-quality	Rumen	ruminal_MAG_677	710	1569361	215	2465	0.44149	73.48	1.92	63.88
Medium-quality	Rumen	ruminal_MAG_678	506	1950402	164	4011	0.46609	60.26	1.21	54.21
Medium-quality	Rumen	ruminal_MAG_679	625	1562172	176	2848	0.58396	76.41	4.2	55.41
Medium-quality	Rumen	ruminal_MAG_680	1275	4313937	428	3399	0.49765	58.36	8.71	14.81
Medium-quality	Rumen	ruminal_MAG_681	861	2045982	259	2745	0.39390	68.38	2.49	55.93
Medium-quality	Rumen	ruminal_MAG_682	556	1606194	156	3472	0.58203	78.74	1.65	70.49
Medium-quality	Rumen	ruminal_MAG_683	655	1400518	202	2331	0.33760	69.19	1.08	63.79
Medium-quality	Rumen	ruminal_MAG_684	672	2023017	206	3188	0.50119	72.01	7.16	36.21
Medium-quality	Rumen	ruminal_MAG_685	847	2853066	238	3767	0.60165	64.49	3.85	45.24
Medium-quality	Rumen	ruminal_MAG_686	1161	2154383	379	1952	0.49741	61.19	6.98	26.29
Medium-quality	Rumen	ruminal_MAG_687	481	1103093	144	2496	0.48183	65.27	1.47	57.92
Medium-quality	Rumen	ruminal_MAG_688	467	886532	147	1991	0.48461	54.94	0.42	52.84
Medium-quality	Rumen	ruminal_MAG_689	302	679961	91	2447	0.42068	67.33	0.06	67.03
Medium-quality	Rumen	ruminal_MAG_690	473	1920110	146	4232	0.53086	66.08	0.87	61.73
Medium-quality	Rumen	ruminal_MAG_691	703	1514860	221	2387	0.62091	61.97	1.21	55.92
Medium-quality	Rumen	ruminal_MAG_692	759	3066073	182	5108	0.49558	82.54	6.99	47.59
Medium-quality	Rumen	ruminal_MAG_693	299	1195612	93	4332	0.46184	53.22	2.59	40.27
Medium-quality	Rumen	ruminal_MAG_694	583	1177774	187	2150	0.58233	58.97	1.76	50.17
